panel, 120, 30
panel, 120, 45
panel, 120, 60
panel, 120, 75
panel, 120, 90
panel, 150, 30
panel, 150, 45
panel, 150, 60
panel, 150, 75
panel, 150, 90
panel, 270, 30
panel, 270, 45
panel, 270, 60
panel, 270, 75
panel, 270, 90
corner, 120, 20
clamp, 0, 0
adjClamp, 0, 0
tie, 0, 0
